ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance.mi.,Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature.F.,Wind_Chill.F.,Humidity...,Pressure.in.,Visibility.mi.,Wind_Direction,Wind_Speed.mph.,Precipitation.in.,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3439813,Source1,2,8/23/2016 16:56,8/23/2016 22:56,29.778968,-95.563073,29.781821,-95.56333,0.198,Ramp to Exit 756 - Accident.,W Sam Houston Tollway S,Houston,Harris,TX,77024,US,US/Central,KMCJ,8/23/2016 15:35,86,NA,70,30.09,10,East,11.5,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3343459,Source2,2,9/29/2017 7:44,9/29/2017 8:15,32.850513,-86.634148,NA,NA,0,Accident on US-31 7th St at 15th Ave.,7th St N,Clanton,Chilton,AL,35045-2117,US,US/Central,KEET,9/29/2017 7:53,70,NA,76,30.02,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3374805,Source2,2,8/14/2017 17:20,8/14/2017 18:20,35.95026,-78.513306,NA,NA,0,Accident on Rogers Rd at Forestville Rd.,Forestville Rd,Wake Forest,Wake,NC,27587,US,US/Eastern,KLHZ,8/14/2017 17:25,80.6,NA,89,29.94,10,Calm,NA,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3124751,Source2,3,12/13/2017 6:15,12/13/2017 6:45,42.326759,-71.700272,NA,NA,0,Right hand shoulder blocked due to accident on I-290 Eastbound after MA-140 Boylston St.,I-290 E,Shrewsbury,Worcester,MA,1545,US,US/Eastern,KORH,12/13/2017 5:54,15.1,2.5,68,29.27,10,West,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3632389,Source1,2,6/25/2017 13:45,6/25/2017 19:45,43.27325,-70.962892,43.273467,-70.963141,0.02,At Indian Brook Dr/Exit 9 - Accident. 3 lanes closed.,Spaulding Tpke S,Rochester,Strafford,NH,3867,US,US/Eastern,KDAW,6/25/2017 13:51,81,NA,33,29.88,10,WNW,8.1,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3266307,Source2,2,10/25/2017 7:41,10/25/2017 8:25,42.983799,-76.040596,NA,NA,0,Accident on County Hwy-145 Gates Rd both ways between Yellow Birch Cir and Kassonta Dr.,Kassonta Dr,Jamesville,Onondaga,NY,13078-9660,US,US/Eastern,KSYR,10/25/2017 7:54,48.9,NA,74,29.72,10,SSE,9.2,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3330350,Source2,3,9/25/2017 9:16,9/25/2017 9:45,35.125206,-80.917503,NA,NA,0,Right lane closed due to accident on I-77 Northbound at Exits 1A 3 I-485.,I-485 S,Charlotte,Mecklenburg,NC,28273,US,US/Eastern,KCLT,9/25/2017 8:52,68,NA,93,30.04,10,North,5.8,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3258568,Source2,2,10/20/2017 12:27,10/20/2017 13:12,32.766403,-96.914665,NA,NA,0,Right hand shoulder blocked due to accident on TX-12 Loop Northbound at I-30 Tom Landry Fwy.,Loop 12 N,Dallas,Dallas,TX,75212,US,US/Central,KDAL,10/20/2017 12:53,73.9,NA,73,30.03,9,SE,13.8,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3876808,Source1,2,04:30.0,29:30.0,25.865235,-80.208208,25.875451,-80.208743,0.707,Slow traffic on I-95 N from 95th St/NW 8th Ave/Exit 8A (I-95) to FL-924/119th St/Exit 9 (I-95) due to accident.,I-95 N,Miami,Miami-Dade,FL,33150,US,US/Eastern,KOPF,4/9/2022 9:53,73,73,44,30.09,10,WNW,9,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3795345,Source1,2,1/28/2022 17:29,1/28/2022 20:35,27.447678,-82.543791,27.447816,-82.547804,0.246,Stationary traffic on FL-70 from US-301 (FL-70) to US-41/FL-45/14th St (FL-70) due to accident.,53rd Ave E,Bradenton,Manatee,FL,34203-4283,US,US/Eastern,KSRQ,1/28/2022 17:48,63,63,82,29.91,10,NW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3273898,Source2,2,10/28/2017 7:41,10/28/2017 8:26,34.153873,-117.33535,NA,NA,0,Lane blocked due to accident on State St at Nolan St.,Nolan St,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,10/28/2017 7:50,57.2,NA,38,29.92,10,Calm,NA,NA,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3744985,Source1,2,6/21/2022 7:32,6/21/2022 9:17,41.168026,-73.221807,41.165165,-73.236087,0.769,Incident on I-95 SB near EXIT 25 Expect long delays.,Governor John Davis Lodge Tpke,Bridgeport,Fairfield,CT,6605,US,US/Eastern,KBDR,6/21/2022 7:52,65,65,65,30.14,10,NE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3484898,Source1,2,10/18/2016 18:31,10/19/2016 0:31,25.79319,-80.20552,25.78472,-80.20203,0.624,At I-395/SR-836/Exit 2/Exit 3 - Accident.,I-95 S,Miami,Miami-Dade,FL,33136,US,US/Eastern,KMIA,10/18/2016 18:53,82,NA,62,29.94,10,NE,11.5,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3905009,Source1,2,54:00.0,23:30.0,38.687395,-121.331741,38.671875,-121.348708,1.41,Slow traffic on I-80 W from Antelope Rd (I-80) to Madison Ave (I-80) due to accident.,I-80 W,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,4/28/2022 8:55,54,54,58,29.89,10,SSW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3236498,Source2,2,10/10/2017 8:08,10/10/2017 8:53,32.901917,-96.811752,NA,NA,0,Accident on Dallas North Tollway Northbound at Northaven Rd.,Dallas North Tollway S,Dallas,Dallas,TX,75229,US,US/Central,KDAL,10/10/2017 7:53,55.9,NA,64,30.15,10,NNW,19.6,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3588847,Source1,2,2/24/2017 8:28,2/24/2017 14:28,47.61053,-122.345,47.61406,-122.34771,0.275,At Western Ave - Accident.,Alaskan Way Via,Seattle,King,WA,98121,US,US/Pacific,KBFI,2/24/2017 8:53,37,31.6,79,30.17,10,SE,6.9,NA,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3444165,Source1,2,7/20/2016 14:54,7/20/2016 20:54,32.90359,-97.31709,32.92094,-97.31705,1.199,At Park Glen Blvd/Exit 63 - Accident.,I-35W N,Fort Worth,Tarrant,TX,76177,US,US/Central,KAFW,7/20/2016 14:53,96.1,NA,40,30.07,10,Variable,4.6,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3152230,Source2,3,12/27/2017 13:22,12/27/2017 13:59,29.777267,-95.422585,NA,NA,0.449999988,Accident on exit ramp from I-10 Eastbound to T C Jester Blvd.,US-90 E,Houston,Harris,TX,77007,US,US/Central,KMCJ,12/27/2017 13:15,41,35.2,93,30.37,2,North,9.2,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3870762,Source1,2,42:00.0,10:15.0,26.401839,-80.090092,26.395468,-80.092537,0.465,Incident on I-95 SB near EXIT 48 Expect long delays.,I-95 S,Boca Raton,Palm Beach,FL,33487,US,US/Eastern,KBCT,1/28/2023 2:49,70,70,73,30.21,10,NE,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3973045,Source1,2,5/2/2022 10:52,5/2/2022 12:11,34.99254,-80.854086,34.990575,-80.853618,0.138,Incident on CHARLOTTE HWY near THOUSANDS OAKS RD Drive with caution.,Charlotte Hwy,Fort Mill,Lancaster,SC,29707-7581,US,US/Eastern,KUZA,5/2/2022 10:52,73,73,78,29.38,10,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3569329,Source1,2,3/14/2017 10:45,3/14/2017 16:45,39.09684,-94.58977,39.09502,-94.59113,0.145,At I-35/Exit 2T - Accident.,I-670 W,Kansas City,Jackson,MO,64108,US,US/Central,KMKC,3/14/2017 10:42,28,20.8,78,30.4,1.8,North,6.9,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3055199,Source2,2,1/9/2018 16:43,1/9/2018 17:30,34.788582,-82.482353,NA,NA,0,Accident on SC-153 at SC-81 Anderson Rd.,Anderson Rd,Greenville,Anderson,SC,29611,US,US/Eastern,KGMU,1/9/2018 16:53,64,NA,52,30.23,10,West,8.1,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3808718,Source1,2,1/5/2023 6:43,1/5/2023 8:03,32.353941,-80.899555,32.353779,-80.892027,0.44,Incident on OKATIE HWY near OKATIE HWY Drive with caution.,N Okatie Hwy,Ridgeland,Beaufort,SC,29936-8225,US,US/Eastern,KNBC,1/5/2023 6:35,56,56,97,30.04,0.25,W,3,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3800006,Source1,2,09:30.0,46:30.0,34.147099,-118.029397,34.148916,-118.063138,1.933,Slow traffic on I-210 W - Foothill Fwy W from Huntington Dr (I-210) to Michillinda Ave (I-210) due to accident.,Foothill Fwy W,Arcadia,Los Angeles,CA,91006,US,US/Pacific,KEMT,10/5/2022 5:53,67,67,87,29.84,9,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3292127,Source2,3,9/7/2017 21:59,9/7/2017 22:28,26.895145,-82.002136,NA,NA,0,Left lane blocked due to accident on I-75 Northbound after Exit 161 FL-768 Jones Loop Rd.,I-75 N,Punta Gorda,Charlotte,FL,33950,US,US/Eastern,KPGD,9/7/2017 22:01,75,NA,90,30.01,10,WNW,4.6,NA,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3113157,Source2,2,12/7/2017 7:55,12/7/2017 8:54,33.35302,-80.136864,NA,NA,0,Accident on Ranger Dr at Blacks Camp Rd.,Blacks Camp Rd,Cross,Berkeley,SC,29436-3110,US,US/Eastern,KMKS,12/7/2017 7:55,42.8,NA,87,30.17,10,Calm,NA,0.01,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3455886,Source1,2,1/3/2017 15:12,1/3/2017 21:14,40.997,-75.15873,40.99684,-75.1445,0.742,Between Prospect St/Exit 308 and PA-2028/Exit 310 - Accident. Traffic problem.,I-80 E,East Stroudsburg,Monroe,PA,18301,US,US/Eastern,KMPO,1/3/2017 15:07,33.1,23.9,96,29.65,6,East,12.7,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3264034,Source2,2,10/24/2017 8:21,10/24/2017 9:06,35.289909,-80.785011,NA,NA,0,Accident on Mineral Springs Rd at Neal Rd.,Mineral Springs Rd,Charlotte,Mecklenburg,NC,28262-4913,US,US/Eastern,KJQF,10/24/2017 8:17,51.8,NA,94,29.88,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3387929,Source2,3,8/18/2017 8:19,8/18/2017 8:49,34.16098,-118.469437,NA,NA,0,HOV lane blocked due to accident on I-405 Southbound at Exit 63B US-101.,I-405 N,Sherman Oaks,Los Angeles,CA,91403,US,US/Pacific,KVNY,8/18/2017 7:51,66.9,NA,79,29.99,10,East,3.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3752352,Source1,2,2/25/2022 10:52,2/25/2022 12:58,26.682204,-81.882353,26.68109,-81.883458,0.103,Stationary traffic on FL-739 - FL-78 - US-41 Bus S from Magnolia Dr to Hatton Rogers Ln due to accident.,Bayshore Rd,North Fort Myers,Lee,FL,33917-3954,US,US/Eastern,KFMY,2/25/2022 10:53,81,81,54,30.26,10,ESE,12,0,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3652304,Source1,2,49:37.0,19:42.0,40.643843,-74.667691,40.642615,-74.646657,1.106,NJ DOT - STMC: Crash on I-78 eastbound East of Exit 26 - CR 665/Rattlesnake Bridge Rd (Bedminster Twp) 1 Right lane of 3 lanes closed,I-78 E,Bedminster,Somerset,NJ,7921,US,US/Eastern,KSMQ,3/22/2023 9:53,46,46,56,30.23,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3374866,Source2,2,8/14/2017 9:54,8/14/2017 10:39,26.689276,-81.850533,NA,NA,0,Accident on Coon Rd at Butler Rd.,Butler Rd,North Fort Myers,Lee,FL,33917,US,US/Eastern,KFMY,8/14/2017 9:53,86,NA,77,30.01,10,Calm,NA,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3543144,Source1,3,10/8/2016 16:11,10/8/2016 22:11,33.92185,-118.20341,33.91091,-118.17231,1.937,Between Long Beach Blvd and I-710/Garfield Ave - Accident.,I-105 E,Lynwood,Los Angeles,CA,90262,US,US/Pacific,KHHR,10/8/2016 15:53,79,NA,36,29.87,10,West,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3662168,Source1,4,3/22/2023 9:49,3/22/2023 12:39,40.642697,-74.683829,40.643843,-74.667691,0.85,NJ DOT - STMC: Crash on I-78 eastbound West of Exit 29 - I-287/US 202/US 206 (Bedminster Twp) All lanes closed,I-78,Bedminster,Somerset,NJ,7921,US,US/Eastern,KSMQ,3/22/2023 9:53,46,46,56,30.23,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3477607,Source1,2,9/23/2016 13:31,9/23/2016 19:31,25.9464,-80.1861,25.94282,-80.18824,0.281,At SR-860/Miami Gardens Dr/Exit 14 - Accident.,I-95 S,Miami,Miami-Dade,FL,33179,US,US/Eastern,KHWO,9/23/2016 13:53,89.1,NA,61,29.99,10,Variable,6.9,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3762736,Source1,2,4/6/2022 8:08,4/6/2022 9:42,40.68000197,-73.80425334,40.68697197,-73.80768334,0.514,NYSDOT - Region 11: Crash on I-678 northbound at 111th Ave (New York) 1 Left lane of 3 lanes blocked,Van Wyck Expy,Jamaica,Queens,NY,11436,US,US/Eastern,KJFK,4/6/2022 7:51,48,42,96,29.73,4,NNE,14,0.1,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3394635,Source2,3,8/22/2017 7:46,8/22/2017 8:16,34.091621,-117.302017,NA,NA,0,#1 lane blocked due to accident on I-215 Southbound before Mill St.,I-215 S,San Bernardino,San Bernardino,CA,92410,US,US/Pacific,KSBD,8/22/2017 7:45,68,NA,68,30.04,6,Calm,NA,NA,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3648631,Source1,2,7/13/2017 21:15,7/14/2017 3:15,33.25777,-117.2373,33.25777,-117.2373,0,At CR-S13/Vista Way - Accident.,Mission Ave,Vista,San Diego,CA,92084,US,US/Pacific,KCRQ,7/13/2017 21:24,70,NA,87,29.99,10,WNW,3.5,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-3380354,Source2,2,8/16/2017 18:22,8/16/2017 19:21,35.820755,-78.323906,NA,NA,0,Accident on NC-97 Gannon Ave at Stratford Dr.,Stratford Dr,Zebulon,Wake,NC,27597-2215,US,US/Eastern,KLHZ,8/16/2017 18:25,82.4,NA,74,30.02,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3567545,Source1,2,2/22/2017 19:28,2/23/2017 1:28,44.966718,-93.272729,44.966129,-93.278625,0.291,Between I-35W/11th St/Exit 233 and Hennepin/Lyndale Ave/Exit 231 - Accident.,I-94 W,Minneapolis,Hennepin,MN,55404,US,US/Central,KMSP,2/22/2017 19:53,46.9,NA,71,29.65,10,NNW,20.7,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3940308,Source1,2,10/4/2022 15:09,10/4/2022 15:25,44.994109,-93.283301,45.010708,-93.282416,1.148,Slow traffic on I-94 W - US-52 W from 4th St/Exit 230 (I-94) to Dowling Ave/Exit 228 (I-94) due to accident.,I-94 W,Minneapolis,Hennepin,MN,55411,US,US/Central,KMIC,10/4/2022 14:53,78,78,35,29.11,10,SSW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3169737,Source2,2,11/6/2017 14:23,11/6/2017 15:08,33.447414,-82.00824,NA,NA,0,Accident on GA-4 Milledgeville Rd at Albright Ln.,Albright Ln,Augusta,Richmond,GA,30904,US,US/Eastern,KDNL,11/6/2017 14:53,82,NA,49,30.03,10,Variable,6.9,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3604988,Source1,4,5/4/2017 1:11,5/4/2017 7:11,31.645533,-84.257873,31.647415,-84.260114,0.185,Closed at Albany - Road closed due to accident.,US Highway 82 W,Leesburg,Lee,GA,31763-5803,US,US/Eastern,KABY,5/4/2017 0:53,73.9,NA,41,29.91,7,SE,13.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3883524,Source1,2,25:00.0,45:00.0,47.13039279,-122.5373304,47.11566279,-122.5623304,1.555,Incident on I-5 SB near MM 123 Expect long delays.,I-5 S,Lakewood,Pierce,WA,98439,US,US/Pacific,KTCM,4/14/2022 17:34,43,35,76,29.58,10,SW,15,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3172672,Source2,2,11/7/2017 6:42,11/7/2017 7:11,37.402225,-122.030838,NA,NA,0,Accident on CA-237 Westbound before Exit 3B Mathilda Ave.,CA-237 W,Sunnyvale,Santa Clara,CA,94089,US,US/Pacific,KNUQ,11/7/2017 6:56,45,NA,86,30.17,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3798573,Source1,2,09:30.0,13:30.0,30.691656,-86.572,30.700222,-86.572708,0.593,Stationary traffic on FL-85 - FL-4 from Colonel Greg Malloy Rd to Northview Ln due to accident.,State Road 85,Crestview,Okaloosa,FL,32539,US,US/Central,KCEW,1/17/2022 13:53,56,56,40,29.82,10,NNW,17,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3740842,Source1,4,8/1/2022 4:59,8/1/2022 5:55,35.3772,-82.474757,35.37632,-82.475104,0.064,The road is closed 2 miles east of Exit 44 (US 25).,Little Haven Ln,Hendersonville,Henderson,NC,28792-0287,US,US/Eastern,KAVL,8/1/2022 4:54,70,70,93,27.89,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3378644,Source2,2,8/15/2017 11:44,8/15/2017 12:29,32.801247,-96.782127,NA,NA,0,Accident on Ross Ave at Peak St.,Ross Ave,Dallas,Dallas,TX,75204-5065,US,US/Central,KDAL,8/15/2017 11:53,87.1,NA,59,29.87,10,SSW,8.1,NA,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3853189,Source1,2,1/18/2023 15:30,1/18/2023 16:49,34.692829,-82.405977,34.691745,-82.406931,0.092,Incident on FLAT ROCK RD near WOODMONT MIDDLE SCHOOL RD Drive with caution.,Woodmont Middle School Rd,Piedmont,Greenville,SC,29673,US,US/Eastern,KGYH,1/18/2023 15:47,61,61,77,29,10,SW,10,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3215058,Source2,3,11/29/2017 17:30,11/29/2017 17:59,39.492886,-119.784752,NA,NA,0,Accident on I-580 Martin Luther King Jr Memorial Fwy Southbound at Exit 64 Moana Ln.,E Moana Ln,Reno,Washoe,NV,89502,US,US/Pacific,KRNO,11/29/2017 17:55,45,43.5,52,30.26,10,ESE,3.5,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-3979093,Source1,2,56:55.0,33:00.0,33.640485,-111.977034,33.640487,-111.97667,0.021,Incident on E BELL RD near N TATUM BLVD Expect delays.,E Bell Rd,Scottsdale,Maricopa,AZ,85254,US,US/Mountain,KSDL,8/31/2022 7:53,88,88,34,28.3,10,CALM,0,0,Fair,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3976564,Source1,2,23:40.0,46:30.0,35.802407,-78.622621,35.802,-78.623214,0.044,Incident on CAPITAL BLVD near HOUSE 1621 Drive with caution.,Capital Blvd,Raleigh,Wake,NC,27604-1363,US,US/Eastern,KRDU,7/13/2022 17:51,85,85,67,29.54,10,S,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3366810,Source2,2,8/9/2017 9:26,8/9/2017 9:55,30.200035,-97.807426,NA,NA,0,Accident on Matthews Ln at FM-2304 Manchaca Rd.,Matthews Ln,Austin,Travis,TX,78745,US,US/Central,KATT,8/9/2017 9:16,81,NA,72,30.06,10,North,5.8,NA,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3768272,Source1,2,12/1/2022 6:33,12/1/2022 8:14,28.230374,-80.712662,28.230373,-80.712805,0.009,Incident on WICKHAM RD NB near MURRELL RD Road closed. Take alternate route.,N Wickham Rd,Melbourne,Brevard,FL,32940,US,US/Eastern,KCOF,12/1/2022 6:55,68,68,83,30.18,10,N,15,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-3323434,Source2,2,9/21/2017 16:34,9/21/2017 17:18,37.521454,-77.455467,NA,NA,0,Accident on 22nd St at US-60 Semmes Ave.,W 22nd St,Richmond,Richmond City,VA,23225,US,US/Eastern,KFCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
